"Speaker","Start time","End time","Duration (in sec)","Utterance"
"Speaker 4","19:58","21:31","92.67759374999969","Ja das hat so verschiedene Aspekte. Das eine ist die berechnet man eigentlich diese Keywords also einfach wie welches sind die wichtigen Wörter in den Text. Da habt ihr jetzt irgendwie einfach Wörter gezählt könnte das Rad nehmen wir könntet ä FIDF nehmen das kann man einfach im backend machen. Dann kriegt jedes Wort für jedes Segment was ihr habt uns Chor. Dann ist die Frage wie visualisiert man das jetzt also eine Möglichkeit viel. Ich glaube Ich würde es nicht als Video machen weil bei Video kannst ja nichts dynamisch machen da kannst nicht reinklicken und so würd glaub ich eher dann in der webapplikation mit mit CSS teilen oder so. Also viel mehr Möglichkeiten da die interaktiv was zu machen der dann sagt du kannst reinklicken und siehst da die statements dazu meine feels Mega cool ich stehe angekommen zum eintragen für das Job ich kann da drauf klicken. Ne dann hier rechts irgendwie oder unten drunter gratis statements. Was is? Mit Highlight in resse. Und wie gesagt wenn er baut jetzt nur Prototypen also prototypisch könnte auch sagen das ganze ist jetzt nicht Gruß mit vergrößern verkleinern sondern viel ihr macht da unten wie 20 solche. Nächsten Zeit Schritte und dann rechnet das Ding hat jedes Mal aus ich meine ist auch eine Frage der Performance und so "
"Speaker 2","21:36","21:38","1.6081874999999854","Ja Ich denke das ist machbar. "
"Speaker 4","21:38","21:43","4.29300000000012","Ja genau das ist es hilfreich. "
"Speaker 2","21:43","21:46","2.6746875000003456","Also. Das wahrscheinlich auch denk ich. "
"Speaker 4","21:47","22:11","23.707687499999793","Was für euch wenn wir jetzt wieder sagen Wir haben die Aufnahme und lassen das abspielen? Wär das hilfreich. Würdet ihr wenn ihr einer Meeting nicht teilgenommen habt da drauf klicken um zu sehen worum gings eigentlich. "
"Speaker 2","22:13","22:28","14.635687500000131","Ja gut den im schlimmsten Fall hätte man nur 30 Sekunden verloren wenn es jetzt einen nicht weiterbringen würde denke ich ja aber im besten Fall sieht man etwa den zeitverlauf und weiß wo man etwas genauer nachschlagen könnte wenn man noch etwas sucht. "
"Speaker 3","22:28","23:27","58.57143750000023","Ja denke gerade im Vergleich zu einem ähm zu einer such Funktion wenn man jetzt einfach Job eingibt sieht man Wo ist es vorgekommen mehr nicht wenn man aber so etwas wie hier hätte. Ja würde man gerade auch noch die Wichtigkeit oder die Häufigkeit sehen also wenn der Nebenjob viel größer wird weiß man es ist wichtiger oder häufiger gebraucht. Ähm das hilft einem sich auch wenn man nach etwas speziellem sucht vielleicht zum einen und zum anderen wenn man keine Ahnung hätte sieht man hier Am Anfang war Job sehr groß in der Mitte war vaccination sehr groß am Ende kleine change dann weiß man schon okay. Es ist vielleicht zuerst um Arbeitsplätze gegangen danach um vielleicht Cockpit Impfungen am Schluss um um Klimawandel einfach Ich denke für einen groben Überblick aber auch wenn man etwas suchen würde während Diese 30 40 Sekunden sicherlich sehr hilfreich. "
"Speaker 4","23:30","25:34","123.45749999999998","Ja wenn ich sehr schlecht Begriffe habe ich speziell interessieren. Könnte man das ja auch noch zu lassen also das was ihr als Suchfunktion jetzt schon gehabt. Hier einfach sagen kann irgendwie. Meine Begriffe. Eine Therme soll Ich kann nicht so gut auf den Bildschirm schreiben Ich hoffe ihr könnt trotzdem raten was ich meine ähm und kann hier von Hand ein paar Griffe eingeben die dann auch in der Tabelle. Auftauchen. Wo ich dann einfach vorgeben kann ich will weiß ich Nicht 5 Oder 10 Wörter von Hand angeben mein Namen Ego Shooting und so ähm und vielleicht dass mich das gute interessiert und das Produkt Inter Schreiber? Ähm egal obs jetzt wichtiger Begriff ist oder nicht will einfach sehen wenn das Ding überhaupt vorkommen. Es ist so ein bisschen. Rede und dann weil das kann ich ja auch wenn ich irgendwie eingebe sehe ich dann quasi in der Suchfunktion in dem leider den gehabt unten drunter schauen wo das vorkommt. Aber. Man kann ja auch das irgendwie so ein bisschen kombinieren wenn das was ihr jetzt habt viel wär ja sowas gibt hier ein das Wort ähm. Aus oder so. Und im Moment zeigt er dann auch in den Slider in den in den zeitverlauf mit den strichen an wo das vorkommt. Also ich glaub da kann man dann relativ viel spielen wenn man mal so die grundfunktionalität hat. Ja. Und ich glaub ein dritter Schritt is dann wenn das mal funktional geht und wir sehen dass es nutzen hat das dann schön zu designen also das ist das was der Bahn vorhin meinte ihr seid keine Design Studenten. Also wenns mal funktioniert dann kann man sehen ob es überhaupt was nützt. "
"Speaker 2","25:35","26:02","27.298687500000142","Ja. Ja Ich denke wir können ja sicher bis nächste Woche einen einfachen Prototyp in diese Richtung aufbauen und dann eine erste Beurteilung machen. Was man noch verbessern könnte wie es bis jetzt aussieht genau? "
"Speaker 4","26:17","27:37","79.97309374999986","Was mir noch eingefallen ist es kommt ja immer wieder also in den Diskussionen immer wieder ganz viele Idee der wird ja nicht alles implementieren können gab es? Gut wenn ihr zumindest dann dokumentiert sagt Alternative den wäre noch dies und dies und dies viell vielleicht einfach so was gibts mäßig ähm. Wenn du noch da okay also Skizzen in die Arbeit rein nehmen und sagen okay Wir haben uns mal auch überlegt man könnte irgendwie weiß ich nicht Word Klaus anzeigen jetzt nicht. Diese Tabelle sondern echte workouts und dann halt von Screenshots von eurer Word Cloud und wie Mans machen könnte also Aldi den irgendwo noch so in so einer ideensammlung haben damit sie nicht verloren gehen ich denk. Da muss man dann hinterher sowieso auswählen was man dann echt macht aber das äh ist sicherlich spannend mhm. Jetzt in eurer Applikation. Ähm. Da habt ihr ja Sachen auch schon wieder rausgenommen das Öl. Richtig gesehen hab also Funktionalität hier Frauüher mal hattet. Die glaub ich wieder ausgeblendet oder. "
"Speaker 2","27:37","27:40","3.3340937499999654","Ja beispielsweise die Keywords pro aus Sorge. "
"Speaker 4","27:41","27:42","0.9039687500001037","Ja genau. "
"Speaker 2","27:42","27:49","7.127218749999884","Das hatten wir mal drin aber es hat nicht wirklich es war nicht intuitiv und teilweise auch gar keinen Sinn gemacht da haben sie rausgenommen. "
"Speaker 4","27:51","28:08","16.797375000000102","Ich glaub gut ich finds gut wenn ihr eure Applikation so Tabs hättet auch mit der alten Funktionalität erstmal die alle mal ausprobieren kann und dann kann man halt wirklich sagen okay das bringt nichts aber wenn jetzt die nächste Arbeit kommt. Wer ist cool wenn die Funktionalität noch da wäre. "
"Speaker 2","28:08","28:15","6.870000000000118","Ja das können wir machen das ist kein Problem ja? Also eine Sammlung von Tabs. "
"Speaker 4","28:15","28:16","0.9500000000000455","Ja genau alles. "
"Speaker 2","28:16","28:41","24.774968749999744","Was man da genau mhm. Ja dann denke ich haben wir das meiste gesagt und wir würden bis nächste Woche diesen Vorschlag hier ähm. Aus Prototyp implementieren. "
"Speaker 4","28:44","28:47","3.2602499999998145","Wie gespannt geht? "
"Speaker 2","28:49","28:50","1.4755312499999036","Das gibt sicher Lösungen. "
"Speaker 4","28:52","28:53","1.8112187499998527","Ja bist du nicht in den Ferien. "
"Speaker 1","28:54","28:54","0.5699999999999363","Nächste Woche. "
"Speaker 4","28:54","30:01","66.89090625000017","Mag Ich bin in den Ferien ja. Also ich äh hab die ganze Woche frei stimmt weil du bist da du bist dann danach die Woche in den Ferien. Genau. Wechseln uns ab ja. Also ihr könnt ja mal. Was was man tatsächlich auch überlegen kann ist so im Back End wie berechnet man eigentlich die wichtigen Wörter? Starte jetzt verschiedenste Algorithmen angeschaut ja für die Keyboard Experten schon gemacht und so viel. Da könnt ihr euch auch super aufteilen dass einer mal entscheidet ich nehm verschiedene Algorithmen ähm und guck mal was gut oder schlecht funktioniert in der Praxis. Genau. Und ja. Sonst noch was. "
"Speaker 1","30:04","30:10","6.470000000000027","Wann wird es nächste Woche aber Ich glaube es macht wenig Sinn jetzt anschauen weil du nicht dabei bist Mark oder? "
"Speaker 4","30:12","30:23","11.381781249999904","Also könnte schon Ich weiß nicht wie weit in einer Woche kommt also das das könnt ihr entscheiden klappt ihr seid noch nicht so weit denkt das ist jetzt eher größere Block. "
"Speaker 1","30:24","30:54","30.200000000000045","Das genau. Also genau lass mich lass mich doch wissen also Ich würde sagen wir lassen uns grundsätzlich lassen wir es ausfallen also Ich denke es macht Sinn den Markt weißt aber wenn ihr das besprechen wollte mit mir dann dann könnt ihr können wir gerne machen. Mhm Ich glaube nicht Ich weiß nicht sinnvoll ist dass sie mir ist das Resultat dann schon präsentiert mit der Bahn ist Mark. Oder ja ich kann dann gebe ich einfach meinen Senf dazu und dann gehts in meine Richtung muss ich nicht. "
"Speaker 4","30:55","30:55","0.37000000000011823","Können. "
"Speaker 1","30:55","30:59","3.8599999999999","Wir die Idee gehabt oder. Gib mir das und. "
"Speaker 4","30:59","31:14","14.820000000000164","Und dann. Ja aber also das ist ja nicht schlimm ich find wenn wenn ihr dann findet äh die defa blöd wir machen jetzt was ganz anderes oder sieht nicht aus oder es funktioniert nicht also entscheidet doch ob ihr was zu zeigen habt oder nicht. "
"Speaker 1","31:14","31:18","3.4500000000000455","Mhm okay ja ja also Ich bin hier genau kennt mich. "
"Speaker 4","31:18","31:29","11.379999999999882","Ja sehr gut. Mhm gut Laptop Top alles klar ja dann sehen wir uns in 2 Wochen wieder ja genau das machen wir. "
"Speaker 1","31:33","31:38","4.910000000000082","Und du weißt ja nicht was nächste Woche. In 2 Wochen dann sehen wirst. "
"Speaker 4","31:38","31:59","20.480343750000202","Oder ja ja ich seh das schon du. Ja es ist schwierig sind ja 3 Leute sonst hätte ich gesagt wir teilen sie uns irgendwie wieder ne okay. Gut. "
"Speaker 1","31:59","32:03","3.82556250000016","Alles klar machen wir wollten uns noch sprechen nachher oder. "
"Speaker 4","32:03","32:08","4.589999999999691","Ja Minuten ich muss noch kurz rein gucken. "
"Speaker 1","32:09","32:11","2.876156250000122","Wenn Ich würde sagen wir machen um 11. Geht es. "
"Speaker 4","32:11","32:18","6.7999999999999545","Für dich ja ich Ruf dich gleich an so kurz vor 11 okay gut bis dann tschüß."
