"Speaker","Start time","End time","Duration (in sec)","Utterance"
"Speaker 3","6:42","8:28","105.55940625000005","Der Bedeutung und zwar viel was mich glaub ich interessieren würde ist so ein bisschen die Bedeutung der Wörter für das gesamte Interview. Im Vergleich zu der einzelnen Passagen hm. Sie hat jetzt zufällig platziert glaube vielleicht ist es auch übersichtlicher wenn man jedem Wort quasi seinen eigenen quadranten gibt ja so welche Tabellen mäßig jedes Wort. Eine eigene Platzierungen hat doch gar nicht das Problem mit den überlappungen und so mhm. Und wenn man dann quasi die beiden Richtungen. Interpretierbar machen würde mhm. Mhm mhm mhm. Da muss sich gut überlegen kompliziert dass wir Top läuft das verstehen aber angenommen man nimmt so die x Achse von links nach rechts. Und ordnet die Wörter die. Häufig in vielen. Paragraphen vorkommen also über das gesamte Interview vorkommen. Hier links an und die Wörter die eher spezifisch für einzelne Paragraphen sind rechts. Ja dann wird man wenn man das dann ablaufen lässt. Basi links wenig Bewegung sehen weil die halt Ring sind sozusagen die tauchen häufiger auf die gehen so ein bisschen hoch und runter in der Bedeutung und rechts sieht man dann quasi immer so die die. Mehr oder weniger spezifisch Verein Paragraphen sind mhm das sie jetzt zufällig zu verteilen wenn ich sie zufällig verteilen muss ich immer überall guck. "
"Speaker 2","8:29","8:30","1.4567812500000628","Genau das stimmt das stimmt. "
"Speaker 3","8:30","9:23","52.69015624999997","Könnte so einige Millionen sein. Die zweite Dimension könnte irgendwie so die zeitachse sein weil es irgendwie so intuitiv wäre dass man die Wörter die eher am Anfang in der Paragraphen vorkommen weiter oben und eher die. Zum Ende hin vorkommen weiter unten platziert oder so mhm. Also dann wenn man das so hinkriegt wie auch immer man das rechnet dann hat man sozusagen auf der rechten Seite müsste so der der Bubble von oben nach unten so sich bewegen. Oder weniger. Rechts oben die Wörter die in den Paragraphen spezifisch sind und am Anfang eher vorkommen und dann bewegt sich so dieses ganze des plätschert so ein bisschen runter auf der rechten Seite und links die sind mal hoch. Darunter aber Wir sind eigentlich immer da. "
"Speaker 2","9:23","9:25","1.3925312500000473","Mhm genau. "
"Speaker 3","9:28","9:41","12.961531250000007","Dann. Wer das vielleicht übersichtlicher weil so hab ich das Gefühl dass entweder man reduziert die Anzahl Wörter massiv mhm also so muss man halt an 20 stellen gleichzeitig. "
"Speaker 2","9:41","9:47","6.269999999999982","Sozusagen genau so kann man sich nicht wirklich fokussieren oder keine Bedeutung von der Aktion genau das. "
"Speaker 3","9:47","10:25","37.879999999999995","Stimmt? Jetzt interessiert wann wurde irgendwie über das Werksteam gesprochen dann kann man sich ja dadurch sollen das vor aber. Ich hab das Gefühl so mit der Idee das ganze als Word Cloud zu machen jetzt eher unübersichtlich mhm während der Mans auch als Tabelle macht sozusagen und dedizierte Position hat die. Schön aufgeräumt sind dann sieht man viel schneller was Groß und Klein ist und so dann macht man sich das Leben vielleicht einfacher mhm das mit den bubbles finde ich gut weil es so. Schön visuell. "
"Speaker 2","10:25","10:51","25.976281249999943","Ist ja. Genau. Ja das wäre auch unser nächster Schritt gewesen noch zu überlegen wie man die Positionierung intelligenter machen könnte aber dein Vorschlag ist finde ich eine gute Idee dass man so bei dir auch so eine Bedeutung gibt. Nicht weiß diese Wörter haben diese Bedeutung jener hier oben haben eine andere das ist sicherlich eine gute Idee finde. "
"Speaker 3","10:51","11:30","39.15671874999998","Ich glaub man kann damit so farbkodierung und Position und Größe. Genau die Informationen rüberbringen man muss aufpassen ähm Es gibt so Untersuchung dass die meisten Leute diese komplexen codierung die wunderschön ganz viele Dimensionen darstellen. Gar nicht verstehen sie die meisten User wenn du den so eine heatmap zeigt dann haben sie keine Ahnung was das heißen soll. Am geht mir oft auch so da kommt irgendjemand zeigt mir Tool und dann siehst du so Chart der irgendwie bei dimensional und hat noch verschiedene farben und die Dinger verschiedene Größen ob S da irgendwie verstanden. "
"Speaker 2","11:30","11:33","2.259999999999991","Also. Ja ja das. "
"Speaker 3","11:33","11:41","8.442656249999914","Nicht zu viel reininterpretiert aber macht aber. ja. "
"Speaker 1","11:45","11:59","13.510906249999948","Und von der Anzahl Platz also sollten wir das eher aufteilen oder alles am besten in ein Plot hineinpacken oder wie siehst du das von der. Von der Benutzerfreundlichkeit. "
"Speaker 3","11:59","12:02","2.800593749999962","Ja. Was meinst du mit aufteilen. "
"Speaker 1","12:02","12:17","15.098062499999969","Also neben ohman jetzt zum Beispiel den so lassen könnte und das mit der Position bei der Word Cloud implementieren oder sollte es am Schluss ein Platz sein welche alle Funktionen? Beinhaltet oder. "
"Speaker 3","12:19","13:21","61.398000000000025","Oh das ist jetzt. Ähm. Also Ich denke die Position der Wörter jetzt nicht zufällig zu machen sondern quasi in so ein Raster legen ist ja relativ einfach ja sich dann zu überlegen wie man das Raster auswählt ist wahrscheinlich schon eher schwieriger. Dass man also du hast jetzt da weiß ich Nicht 100 Wörter oder so das wahrscheinlich ähm ich glaub fürs ausprobieren ähm fände ich es gut wenn man die Anzahl Begriffe einstellen kann. Und den den Times die segmentierung also wie lange sind ein Segment. Das das hat er jetzt quasi schon infiziert ähm dann kann man da so ein bisschen mit ausprobieren wie viele kann man eigentlich auch gleichzeitig wahrnehmen viell. Die. Darstellung den bubbles finde ich gut. Aber das ist so ein Plot Framework oder das könnte wahrscheinlich nicht stark modifizieren. "
"Speaker 2","13:22","13:40","17.587125000000015","Es gibt schon Möglichkeiten beispielsweise die Positionierung das sind im Prinzip einfach Koordinaten also man könnte und so eine Tabelle darstellen indem man einfach systematische Koordinaten nimmt und diese den Wert zuweist einigermaßen. Agent. "
"Speaker 3","13:41","13:49","7.830031249999934","Ja also wie gesagt ich Will 30 Wörter haben dann kannst ja genau aufteilen. Machste schön glatt draußen. "
"Speaker 2","13:49","13:52","2.57000000000005","Und genau das das wäre kein Problem. "
"Speaker 3","13:52","13:56","4.0","Wahrscheinlich kein Problem. Also ich glaub dadurch jetzt übersichtlicher. "
"Speaker 2","13:56","14:26","30.090000000000032","Mhm das stimmt dann. Und vielleicht noch allgemein du hast letztes Mal gesagt dass wir Frauüh heurige Funktionen auch wieder rein nehmen sollen. Ja das ist der Tipp topp von unserer Seite Die Frage ist noch wenn wir so eine praktisch unterschiedlich gute oder unterschiedliche ausführliche Versionen von einer Funktion haben sollten wir. "
"Speaker 3","14:26","16:42","136.37553125","Das. Ausprobieren also ja spricht überhaupt nichts dagegen dass ja nur so ein Haus wo wir ich wird wirklich noch so eine Zeile Texte der 2 Zeilen Text darüber schreiben. Ähm vielleicht sogar eine Referenz später eure bachelorarbeit und schreibt die überlauffunktion ist da unter geschrieben und die Methode Code heißt so und so oder was auch immer so dass man die Sachen wieder findet aber. Wenn man wirklich Sachen ausprobieren will dann sind die ganzen Tabs super wirklich erweise werden dann viele musste hinter so ein bisschen anordnen das sind die guten und das sind die Prototypen die oder vielleicht kannst du ein paar trifft man ein paar Feinde oder so also so dass man sie erkennen. Mhm aber finde ich cool. Diktiert zum Ausprobieren ich glaub was man super machen könnte wenn du nochmal auf das Word Cloud gehst dass man auch da wie bei den anderen oben Noch 2 3 weitere Parameter hat nämlich die Anzahl Wörter. Und vielleicht sogar die tabellengröße. Also wenn du sagst ich hab 15 Wörter dann kannst du irgendwie eine Tabelle 3 mal 5 machen Oder 5 mal 3 oder Einmal 15 Ähm dass man einfach sagt man bietet dann verschiedene Tabellen. Aufteilung an da kann man wirklich damit spielen dann kann man gesagt okay ich Will 30 Wörter aber ich will sie mehr oder weniger untereinander haben. Oder ich will die 30 Wörter auf fl 7 mal 4 und äh. Na dann 5 was auch immer und dann bleiben Palais oder was auch immer also da so ein bisschen mitspielen kann ähm ob man eher breit oder eher hoch. Was ein spannendes will man die Wörter da drin anordnet Nächsten 2 Dimensionen das ist sicherlich ein bisschen? Er muss mal Dr.über nachdenken dann Schlaf hatte auch was die 2 Versionen sind das ist so. Die änderte jetzt die Schrift Größe. Und von dem Text. "
"Speaker 2","16:44","16:52","8.440875000000005","Genau die Schriftgröße ändert sich ähm bei allen Versionen und haben zusätzlich noch die bubbles die sich ein bisschen dynamischer vergrößern verkleinern. "
"Speaker 3","16:53","16:55","2.2692812500000628","Ich nehme an die die Farben auch anpassen. "
"Speaker 2","16:55","17:01","6.039999999999964","Oder ja ja das ist kein Problem. Ja ja. Das ist auch so die die voll fahre. "
"Speaker 3","17:01","17:26","24.298781250000047","Ja genau. Und einfach so die die semantik von es ist zum Beispiel ein Board was in der Bedeutung zugenommen hat im Vergleich zum vorhergehenden wird man halt irgendwie farblich kodieren. Sagst wird grün wenn es zunehmend ist es wird rot wenn es abnehmend ist oder so der grau wenn es abnimmt also irgendwie so. "
"Speaker 2","17:27","17:31","3.367281250000133","Was ist der farbverläufen das war richtig cool. "
"Speaker 3","17:31","17:40","9.332968749999964","Ja? Ja gibt es hier. Einfach verschiedene blaue Töne die sind jetzt abhängig davon. "
"Speaker 2","17:40","17:49","8.609625000000051","Das ist eine ein Transparenz. Also was sie Je größer umso weniger transparente kleine umso transparenter. "
"Speaker 3","17:49","17:51","1.7515937499999836","Ja das kann man separat Steuern. "
"Speaker 2","17:51","17:53","1.7452812500000618","Sozusagen ja genau genau. "
"Speaker 3","17:54","18:16","22.293562500000007","Genau das heißt man könnte jetzt irgendwie äh quasi aufsteigende Begriffe die mehr. Jetzt neu sind. Ähm größer die anderen kleiner Tasten irgendwas mal ausprobieren ob das funktioniert oder ob das einfach dann fahren wir war wird. Könnt ihr nur Kreise machen oder könnt ihr auch rechtecke machen. "
"Speaker 2","18:16","18:22","5.7712500000002365","Es geht auch andere Formen richtig Krieg aber Ich werde das das Wort etwas besser einräumen. "
"Speaker 3","18:24","18:28","4.029999999999973","Also ich wär glaub ich positive vor allem wenn man so Tabellen mäßig. "
"Speaker 2","18:28","18:31","2.2799999999999727","Macht genau dann so richtig. "
"Speaker 3","18:31","18:47","16.075124999999844","So groß machen das ist halt das Wort in der entsprechenden Schriftgröße einrahmt mhm genau Ja aber cool. Habt ihr das Gefühl dass könnte funktionieren. "
"Speaker 2","18:48","18:48","0.35268749999977445","Ja. "
"Speaker 3","18:52","19:13","20.90784375000021","Jetzt hast du gerade gesagt man kann das eigentlich nicht. Also angenommen ihr würdet da draus mhm. 10.000 Fans machen. Mhm mhm mhm. Also nicht nur 8 Sondern 10 1.000 dann könnte man da mehr oder weniger wie so n Film. "
"Speaker 2","19:13","19:22","8.773718749999944","Durchgehen oder. Ja also quasi den äh das transkript in 10.000 Einheiten splitten. "
"Speaker 3","19:23","19:43","20.282062499999938","Ne oder die Einheiten immer noch lassen oder quasi so ne ähm. Mit der Installation machen also quasi von einem Bild zum nächsten ähm immer wieder zwischenschritte berechnen sodass das Mut animiert ist kurz da. Im Moment springt es ja. "
"Speaker 2","19:44","20:16","31.43553124999994","Ah ja also ja ich weiß was du meinst hab ich auch schon überlegt. Quasi die Schritte interpolieren mhm um dann mehr also mit flüssig darzustellen. Ich denke es wäre grundsätzlich auch möglich im Hintergrund von diesem Plot ist im Prinzip nur ein ein Data Frame und in diesem Daten könnte man beispielsweise Zwischen 2 Zeilen eine interpolierte Zeile einfügen. Ja und dann würde das spät wie sie aussieht. "
"Speaker 3","20:16","20:18","2.4199999999998454","Mit zwischen beiden messwerten und. "
"Speaker 2","20:18","20:31","13.384843749999845","Ja ja ja das mhm. Aber Ich denke das lohnt sich auch von unserer Seite weiter zu verfolgen da kann man auch ziemlich viel rausholen genau. "
"Speaker 3","20:35","20:46","10.982250000000022","Jetzt nochmal so. Kannst du relativ schnell einstellen das mal weniger Begriffe ein anzeigt oder ist das schwierig zu ändern im Moment geguckt. "
"Speaker 2","20:49","21:04","15.356250000000273","Ähm. Revenge schwierig ist OK ich Verlass auf das nächste Mal noch etwas intuitiver laut geht es schnell. "
"Speaker 3","21:08","21:10","1.2999062500002765","Er ist ja bei. "
"Speaker 4","21:10","21:11","1.3299999999999272","Den Animationen noch. "
"Speaker 3","21:11","21:31","19.738406250000025","Nicht ähm. Ist nochmal so Schritt zurück. Löst das das Problem was eigentlich los war. Also Krieg ich so einen schnellen Überblick über die Diskussion. "
"Speaker 2","21:37","22:44","67.01428124999984","Ich denke in einer aufbereitete Version wahrscheinlich schon beispielsweise nur wenn ich hier im dritten Frame das Wort vexin groß sehe dann weiß ich dass ich um Impfungen geht. Oder das Wort Text hier oder Dollars. Ja genau da wieder Text und Texas. Und wenn wir natürlich noch die stopwords entsprechendem besser filtern würde beispielsweise eben die die Namen der Sprecher die natürlich häufig genannt werden rausnimmt. Mhm ja könnte man auch so eine texteingabe machen wir hier. Wo der User dann eingeben kann okay diese Personen werden Alle 3 Sätze genannt dann nehm ich sie raus dann würd ich wieder mehr Platz haben für aufschlußreiche Begriffe wie beispielsweise kleine Tier mhm oder wild fires beispielsweise in weiland? Hurricane. Also Ich denke das ist schon zum einen Überblick bekommen während hier noch so um Impfungen geht geht es hier mehr um die Umwelt und das Klima und irgendwo dazwischen noch um die die Steuern und Infrastruktur. "
"Speaker 3","22:44","23:25","40.726218749999816","Genau die richtige Auswahl der Begriff ist da noch was. Ähm was man sich hier verfeinern muss mhm. Ja Ich werde jetzt auch. Aha Wir nehmen jetzt die Aufnahme von unserem Gespräch vom letzten Mal als eigentlich könnten wir das ja mal machen oder muss ja nicht funktionieren. Mhm und jemand ist nicht dabei gewesen und sie dann diese Word Cloud. Ja weil das schon fertig vom letzten Mal. "
"Speaker 2","23:26","23:48","21.78393750000032","Äh Nein das ist noch nicht aus transkript vorhanden okay oder beispielsweise das jetzige könnten wir quasi für Duden. So war dann würde dann mal so eine Animation sehen von unserem jetzigen Dialog. Oh warte mal sagen ob es für ihn schlüssig ist die Begriffe dir hier groß sieht. "
"Speaker 3","23:50","23:51","1.0243124999997235","Eben hab ich eins. "
"Speaker 1","23:53","23:58","5.2042499999997744","Ohh. Sollte alles auch auf Deutsch gehen oder. "
"Speaker 2","23:59","24:10","11.414250000000266","Was ja ja genau das ist sprachunabhängig diese Implementierung also nicht ganz beispielsweise Stop words müssen mit einer. Ja werde mit einer Liste abgeglichen. "
"Speaker 3","24:10","24:13","2.859218750000082","Also ihr könnt ihr das CSV von intersky integrieren. "
"Speaker 2","24:13","24:23","10.25","Oder yap ow wir also die Integration Interview Seite. "
"Speaker 3","24:23","25:21","58.05000000000018","Genau. Guck mal eben ob ich das transkribieren kann. lange es dauert? Wir sind leider noch nicht so dass wir viel parallel machen sprechen. Dauert das bei einer Stunde Audio natürlich auch nicht mhm. Okay das ist schon sehr lang. Okay also das könnte mal ausprobieren so ein echtes Meeting der. "
"Speaker 2","25:21","25:35","13.819999999999936","Hochladen er könnte das auf nächste Woche vorbereiten mit dem transkript mhm und dann könnten wir uns das anschauen können auch mehrere nehmen dieses Meeting. Von letzter Woche zum Beispiel hat mir Grad ein paar paar quasi. "
"Speaker 3","25:35","26:21","45.25071875000003","Sauber dann sieht man auch so ein bisschen ist in der Wirklichkeit ist sich mein für so ein eine Diskussion ist gar nicht so spannend Also vielleicht schon aber ist ja nicht unser use gestern. Aha. Fahre so ein bisschen. Ihr habt jetzt ein fertiges Friede genommen für diese Animation für die Visualisierung Wenn man das jetzt nach und nach ausbauen will. Könnte sich wahrscheinlich lohnen wenn man selber baut oder wenn man irgendwas nimmt wo man ganz ganz viel selber anpassen kann wenn das nächste was sicherlich kommt ist dass man irgendwie drauf klicken will um dann erstelle in dem Interview zu springen. Glaub ich. "
"Speaker 2","26:21","27:14","52.631437500000175","Ja das diskutiert. Mhm also Ich denke Es gibt hier diese hovereffekt da müsste man theoretisch auch einen Klick Effekt vielleicht imitieren können der dann eine. Ein Fenster auslöst wenn man jetzt sieht wo jetzt beispielsweise das Jo verwendet wird in diesem Abschnitt. Mhm genau genau. Aber sonst denke ich das jetzt von unserer Seite ist glaub ich alles gesagt und gezeigt mhm und auf nächste Woche würden wir mal die tabellarische Sicht implementieren mhm und auch etwas an der schriftlichen Teil der bachelorarbeit. Vorfahren. "
"Speaker 3","27:14","28:10","55.925437500000044","Genau. Kauf das müsste er mal anfangen Wenn man also ich finde die Sprachsteuerung mit den 2 Dimensionen finde ich spannend wenn ich zum Beispiel vorstellig mach nur. 2 Spalten ist irgendwie so das einfachste richten vorstellen kann. Ähm die eine Spalte sind Wörter die eher überall im transkript auftauchen die andere Spalte sind Wörter die nur spezifischen einzelnen segmenten sind wie auch immer man das genau berechnet. Soll ich dann überlegen. Am und die andere Dimension ist sozusagen wann tauchen die Wörter auf damit trifft das eigentlich nur die linke die rechte Spalte. Wo Wörter spezifisch für einzelne Segmente sind? Hallo. Gibt man schon mal versuchen. "
"Speaker 2","28:10","28:13","2.2190624999998363","Also ja auf jeden Fall das werden wir uns anschauen. "
"Speaker 3","28:13","28:30","16.621874999999818","Ne. Ja was hat er mit dem Don noch besprochen letzte Woche. "
"Speaker 2","28:30","28:32","2.087437499999851","Wir haben kein Meeting durchgeführt. "
"Speaker 3","28:33","28:34","1.5029687500002638","Okay also dann. "
"Speaker 2","28:34","28:39","4.727406250000058","Wartest genau genau das hat sich nicht gelohnt zu diesem Zeitpunkt schon so zu zeigen. "
"Speaker 3","28:40","29:47","66.33562500000016","Mhm mhm mhm. Ja ja. Also was wir schon auch mal überlegen könnte wäre so ein bisschen mit dem Framework was ihr jetzt habt ob das zukunftsträchtig ist oder nicht also ob das genügend funktionalitäTMächtigkeit bietet oder ob es einfacher ist irgendwie so ein. Alles Fresh yt Framework sozusagen zu nehmen und da einfach die Begriffe reinzuschreiben zu verändern also eine Tabelle mhm effektiver also gibt es wahrscheinlich auch Sachen. Ich geh noch nicht den Wahnsinn nutzen davon dass in Word Cloud ist. Mhm was hat sie visuell cool aus aber von informationsgehalt verbietet sie ja nicht mehr. Als äh einfach die Begriffe anzeigen. Ein bisschen muss ich das überlegen ob das was bringt oder nicht. Genau. Ja gut. Den Bericht hatte angefangen zu schreiben oder. "
"Speaker 2","29:50","30:12","21.562875000000076","Mhm nicht so. Nein Wir haben mal eine Vorlage parat und eine grobe Strukturierung. Aber ist doch keinen wirklich konkreten Inhalt darüber mir gedacht eben diese Woche fahren wir definitiv damit an damit wir am Schluss nicht irgendwie in Stress geraten genau. "
"Speaker 3","30:13","31:46","93.40978125000015","Ja das wär glaub ich gut wenn du mal so ein bisschen über eure Strukturierung reden könnten wenn sie so durchdacht habt nächstes mal spätestens overlap schon speziell weil wir nicht so viele Experimente gemacht habt ihr halt. Sachen in kommentiert und ausprobiert das quasi keinen wissenschaftlichen Nachweis dass irgendwas funktioniert oder nicht was völlig okay ist aber das macht dann auch bei der Arbeit ja ganz verschiedene Richtungen explodiert viell. Schwierig ich denk was. Es angucken müssen ist das so ein bisschen auch tiefe in der Arbeit noch an irgendeiner Stelle habt also mhm ah jetzt hat er ganz viele Sachen angeschaut das ist okay aber jetzt vielleicht mit der Word Cloud dass da auch noch wirklich so ein bisschen. Ähm überlegt dass mit dem Sohn sein wie macht man das wirklich gut jetzt nicht nur implementierungs mäßig sondern auch Konzept mäßig nochmal vielleicht Irgendwie 3 4 Beispiele ausprobieren mit verschiedenen Settings für. Extrahiert man echt die Wörter wichtig wie macht man die segmentierung viell Was ist die voll Setting abhängig von der Text länger also dass man so ein bisschen sagen kann das ist jetzt das würde euch drauf fokussiert habt also Kann 1 von den Themen sein. Aber einfach das sieht auch so in der Tiefe Zahl darstellen könnt Wie funktioniert wie macht man jetzt also. Was sind gute und schlechte praktisch sozusagen? Ich hab jetzt Noch 4 Wochen da könnte relativ viel noch jetzt machen um ein tieferes Verständnis. "
"Speaker 2","31:46","31:48","1.5425937499999236","Zu erlangen also genau. "
"Speaker 3","31:48","32:15","26.868375000000015","Ja Nächste Woche ist kein Meeting glaub ich oder. Ist doch. Alter an der Donnerstag ist Feiertag. Wie ist das am Freitag seid ihr da wollten wir was machen oder mit dir sowieso frei und brückentag? "
"Speaker 2","32:17","32:20","3.0322187500000837","Echt glaube wären hier oder ja. "
"Speaker 4","32:20","32:21","0.9600000000000364","Sicher auch. "
"Speaker 2","32:21","32:24","2.8900000000001","Ja Ich denke sehr gut wenn er Mieten hätten. "
"Speaker 3","32:24","32:27","2.8099999999999454","Wir genau muss nachgucken also. "
"Speaker 4","32:27","32:28","1.1700000000000728","Wenn es für dich passt. "
"Speaker 3","32:28","32:42","14.568093750000116","Ist dann wahrscheinlich im Auto. Tessin verschaut am 2. Juni an aber zur Not machen wir dann im Zug oder im Auto nicht vormittags Auto. Oder wir machen es am Mittwoch. "
"Speaker 2","32:47","32:48","1.00459375000014","Mittwoch. "
"Speaker 4","32:48","32:50","1.9469687499999964","Wäre es für mich schwierig aber. "
"Speaker 3","32:51","32:51","0.6892187499997817","Ja. "
"Speaker 4","32:52","32:55","3.4355937499999527","Am Donnerstag wäre eigentlich jetzt auch wieder eine Option. "
"Speaker 3","32:55","33:22","26.90000000000009","Over gefeiert hab. Ja jetzt. Ähm. Ah Nein Quatsch sorry Nein das ist gar nicht ich äh. Ist eine Woche später im sag ich am Freitag die Uni anschauen genauso Quatsch Nein nächste Woche Freitag Freitag ist gar kein Problem der brückentag ja ja. "
"Speaker 2","33:22","33:29","6.270406250000178","Ja. Okay. Gut Tip Top. "
"Speaker 3","33:29","33:34","5.2734375","Sehen wir uns nächste Woche ja ja. Bis dann ciao bis wochenend."
